Mod:Item:MetaData, Localized Name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pillar Quartz Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - White Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Orange Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magenta Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Blue Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Yellow Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lime Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pink Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gray Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Gray Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cyan Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Purple Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blue Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brown Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Green Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Black Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Acacia Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dark Oak Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hay Bale
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hardened Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Coal
appliedenergistics2:item.ItemFacade:0, Cable Facade - Packed Ice
appliedenergistics2:item.ItemFacade:0, Cable Facade - Salt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Certus Quartz Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Certus Quartz Pillar
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Certus Quartz Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fluix Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sky Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sky Stone Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sky Stone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sky Stone Small Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sky Stone Slabs
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sky Stone Block Slabs
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sky Stone Brick Slabs
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sky Stone Small Brick Slabs
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fluix Slabs
appliedenergistics2:item.ItemFacade:0, Cable Facade - Certus Quartz Slabs
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Certus Quartz Slabs
appliedenergistics2:item.ItemFacade:0, Cable Facade - Certus Quartz Pillar Slabs
appliedenergistics2:item.ItemFacade:0, Cable Facade - Greatwood Log
appliedenergistics2:item.ItemFacade:0, Cable Facade - Silverwood Log
appliedenergistics2:item.ItemFacade:0, Cable Facade - Steel Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Anthracite Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lonsdaleite Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Borer Shield Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bedrock Ingot Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Coal Coke Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Osmium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - §8Black Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §cRed Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §2Green Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §6Brown Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §1Blue Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §5Purple Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §3Cyan Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §7Light Grey Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §8Grey Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §dPink Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §aLime Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §eYellow Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §9Light Blue Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §dMagenta Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §6Orange Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §fWhite Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §8Black Slick Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §cRed Slick Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §2Green Slick Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §6Brown Slick Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §1Blue Slick Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §5Purple Slick Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §3Cyan Slick Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §7Light Grey Slick Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §8Grey Slick Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §dPink Slick Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §aLime Slick Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §eYellow Slick Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §9Light Blue Slick Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §dMagenta Slick Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §6Orange Slick Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §fWhite Slick Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §8Black Plastic Glow Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §cRed Plastic Glow Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §2Green Plastic Glow Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §6Brown Plastic Glow Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §1Blue Plastic Glow Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §5Purple Plastic Glow Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §3Cyan Plastic Glow Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §7Light Grey Plastic Glow Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §8Grey Plastic Glow Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §dPink Plastic Glow Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §aLime Plastic Glow Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §eYellow Plastic Glow Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §9Light Blue Plastic Glow Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §dMagenta Plastic Glow Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §6Orange Plastic Glow Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §fWhite Plastic Glow Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §8Black Reinforced Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §cRed Reinforced Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §2Green Reinforced Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §6Brown Reinforced Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §1Blue Reinforced Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §5Purple Reinforced Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §3Cyan Reinforced Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §7Light Grey Reinforced Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §8Grey Reinforced Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §dPink Reinforced Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §aLime Reinforced Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §eYellow Reinforced Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §9Light Blue Reinforced Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §dMagenta Reinforced Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §6Orange Reinforced Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §fWhite Reinforced Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §8Black Plastic Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - §cRed Plastic Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - §2Green Plastic Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - §6Brown Plastic Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - §1Blue Plastic Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - §5Purple Plastic Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - §3Cyan Plastic Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - §7Light Grey Plastic Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - §8Grey Plastic Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - §dPink Plastic Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - §aLime Plastic Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - §eYellow Plastic Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - §9Light Blue Plastic Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - §dMagenta Plastic Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - §6Orange Plastic Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - §fWhite Plastic Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - Salt Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fluorite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Plasma Injector Base
appliedenergistics2:item.ItemFacade:0, Cable Facade - Laser Concentration Lens
appliedenergistics2:item.ItemFacade:0, Cable Facade - Turbine Flywheel Core
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Smokey Quartz
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Smokey Quartz Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pillar Smokey Quartz Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Smokey Quartz Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rowan Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Alder Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hawthorn Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rowan Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Alder Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hawthorn Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rowan Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Alder Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hawthorn Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Wicker Bundle
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bloodied Wicker Bundle
appliedenergistics2:item.ItemFacade:0, Cable Facade - Snow Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blood-stained Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mirror Surface
appliedenergistics2:item.ItemFacade:0, Cable Facade - Torment Stone
appliedenergistics2:item.ItemCrystalSeed:0, Certus Quartz Seed
appliedenergistics2:item.ItemCrystalSeed:600, Nether Quartz Seed
appliedenergistics2:item.ItemCrystalSeed:1200, Fluix Seed
appliedenergistics2:item.ItemCrystalSeed:0, Certus Quartz Seed
appliedenergistics2:item.ItemCrystalSeed:600, Nether Quartz Seed
appliedenergistics2:item.ItemCrystalSeed:1200, Fluix Seed
appliedenergistics2:item.ItemCrystalSeed:0, Certus Quartz Seed
appliedenergistics2:item.ItemCrystalSeed:600, Nether Quartz Seed
appliedenergistics2:item.ItemCrystalSeed:1200, Fluix Seed
appliedenergistics2:item.ItemEncodedPattern, Encoded Pattern
appliedenergistics2:item.ToolColorApplicator, Color Applicator
appliedenergistics2:item.ItemPaintBall:0, Paint Ball - White
appliedenergistics2:item.ItemPaintBall:1, Paint Ball - Orange
appliedenergistics2:item.ItemPaintBall:2, Paint Ball - Magenta
appliedenergistics2:item.ItemPaintBall:3, Paint Ball - Light Blue
appliedenergistics2:item.ItemPaintBall:4, Paint Ball - Yellow
appliedenergistics2:item.ItemPaintBall:5, Paint Ball - Lime
appliedenergistics2:item.ItemPaintBall:6, Paint Ball - Pink
appliedenergistics2:item.ItemPaintBall:7, Paint Ball - Gray
appliedenergistics2:item.ItemPaintBall:8, Paint Ball - Light Gray
appliedenergistics2:item.ItemPaintBall:9, Paint Ball - Cyan
appliedenergistics2:item.ItemPaintBall:10, Paint Ball - Purple
appliedenergistics2:item.ItemPaintBall:11, Paint Ball - Blue
appliedenergistics2:item.ItemPaintBall:12, Paint Ball - Brown
appliedenergistics2:item.ItemPaintBall:13, Paint Ball - Green
appliedenergistics2:item.ItemPaintBall:14, Paint Ball - Red
appliedenergistics2:item.ItemPaintBall:15, Paint Ball - Black
appliedenergistics2:item.ItemPaintBall:20, Paint Ball - Lumen White
appliedenergistics2:item.ItemPaintBall:21, Paint Ball - Lumen Orange
appliedenergistics2:item.ItemPaintBall:22, Paint Ball - Lumen Magenta
appliedenergistics2:item.ItemPaintBall:23, Paint Ball - Lumen Light Blue
appliedenergistics2:item.ItemPaintBall:24, Paint Ball - Lumen Yellow
appliedenergistics2:item.ItemPaintBall:25, Paint Ball - Lumen Lime
appliedenergistics2:item.ItemPaintBall:26, Paint Ball - Lumen Pink
appliedenergistics2:item.ItemPaintBall:27, Paint Ball - Lumen Gray
appliedenergistics2:item.ItemPaintBall:28, Paint Ball - Lumen Light Gray
appliedenergistics2:item.ItemPaintBall:29, Paint Ball - Lumen Cyan
appliedenergistics2:item.ItemPaintBall:30, Paint Ball - Lumen Purple
appliedenergistics2:item.ItemPaintBall:31, Paint Ball - Lumen Blue
appliedenergistics2:item.ItemPaintBall:32, Paint Ball - Lumen Brown
appliedenergistics2:item.ItemPaintBall:33, Paint Ball - Lumen Green
appliedenergistics2:item.ItemPaintBall:34, Paint Ball - Lumen Red
appliedenergistics2:item.ItemPaintBall:35, Paint Ball - Lumen Black
appliedenergistics2:item.ItemMultiMaterial:28, Advanced Card
appliedenergistics2:item.ItemMultiMaterial:44, Annihilation Core
appliedenergistics2:item.ItemMultiMaterial:25, Basic Card
appliedenergistics2:item.ItemMultiMaterial:52, Blank Pattern
appliedenergistics2:item.ItemMultiMaterial:23, Calculation Processor
appliedenergistics2:item.ItemMultiMaterial:13, Inscriber Calculation Press
appliedenergistics2:item.ItemMultiMaterial:16, Printed Calculation Circuit
appliedenergistics2:item.ItemMultiMaterial:27, Capacity Card
appliedenergistics2:item.ItemMultiMaterial:53, Crafting Card
appliedenergistics2:item.ItemMultiMaterial:29, Fuzzy Card
appliedenergistics2:item.ItemMultiMaterial:31, Inverter Card
appliedenergistics2:item.ItemMultiMaterial:26, Redstone Card
appliedenergistics2:item.ItemMultiMaterial:30, Acceleration Card
appliedenergistics2:item.ItemMultiMaterial:34, 128³ Spatial Component
appliedenergistics2:item.ItemMultiMaterial:33, 16³ Spatial Component
appliedenergistics2:item.ItemMultiMaterial:37, 16k ME Storage Component
appliedenergistics2:item.ItemMultiMaterial:35, 1k ME Storage Component
appliedenergistics2:item.ItemMultiMaterial:32, 2³ Spatial Component
appliedenergistics2:item.ItemMultiMaterial:36, 4k ME Storage Component
appliedenergistics2:item.ItemMultiMaterial:38, 64k ME Storage Component
appliedenergistics2:item.ItemMultiMaterial:0, Certus Quartz Crystal
appliedenergistics2:item.ItemMultiMaterial:1, Charged Certus Quartz Crystal
appliedenergistics2:item.ItemMultiMaterial:2, Certus Quartz Dust
appliedenergistics2:item.ItemMultiMaterial:39, ME Storage Housing
appliedenergistics2:item.ItemMultiMaterial:46, Ender Dust
appliedenergistics2:item.ItemMultiMaterial:24, Engineering Processor
appliedenergistics2:item.ItemMultiMaterial:14, Inscriber Engineering Press
appliedenergistics2:item.ItemMultiMaterial:17, Printed Engineering Circuit
appliedenergistics2:item.ItemMultiMaterial:4, Flour
appliedenergistics2:item.ItemMultiMaterial:7, Fluix Crystal
appliedenergistics2:item.ItemMultiMaterial:8, Fluix Dust
appliedenergistics2:item.ItemMultiMaterial:9, Fluix Pearl
appliedenergistics2:item.ItemMultiMaterial:43, Formation Core
appliedenergistics2:item.ItemMultiMaterial:51, Gold Dust
appliedenergistics2:item.ItemMultiMaterial:49, Iron Dust
appliedenergistics2:item.ItemMultiMaterial:22, Logic Processor
appliedenergistics2:item.ItemMultiMaterial:15, Inscriber Logic Press
appliedenergistics2:item.ItemMultiMaterial:18, Printed Logic Circuit
appliedenergistics2:item.ItemMultiMaterial:6, Matter Ball
appliedenergistics2:item.ItemMultiMaterial:21, Inscriber Name Press
appliedenergistics2:item.ItemMultiMaterial:3, Nether Quartz Dust
appliedenergistics2:item.ItemMultiMaterial:10, Pure Certus Quartz Crystal
appliedenergistics2:item.ItemMultiMaterial:12, Pure Fluix Crystal
appliedenergistics2:item.ItemMultiMaterial:11, Pure Nether Quartz Crystal
appliedenergistics2:item.ItemMultiMaterial:48, Quantum Entangled Singularity
appliedenergistics2:item.ItemMultiMaterial:5, Silicon
appliedenergistics2:item.ItemMultiMaterial:19, Inscriber Silicon Press
appliedenergistics2:item.ItemMultiMaterial:20, Printed Silicon
appliedenergistics2:item.ItemMultiMaterial:47, Singularity
appliedenergistics2:item.ItemMultiMaterial:45, Sky Stone Dust
appliedenergistics2:item.ItemMultiMaterial:41, Wireless Receiver
appliedenergistics2:item.ItemMultiMaterial:42, Wireless Booster
appliedenergistics2:item.ItemMultiMaterial:40, Wooden Gear
appliedenergistics2:item.ItemMultiPart:300, ME Annihilation Plane
appliedenergistics2:item.ItemMultiPart:120, Cable Anchor
appliedenergistics2:item.ItemMultiPart:20, ME Covered Cable - White
appliedenergistics2:item.ItemMultiPart:21, ME Covered Cable - Orange
appliedenergistics2:item.ItemMultiPart:22, ME Covered Cable - Magenta
appliedenergistics2:item.ItemMultiPart:23, ME Covered Cable - Light Blue
appliedenergistics2:item.ItemMultiPart:24, ME Covered Cable - Yellow
appliedenergistics2:item.ItemMultiPart:25, ME Covered Cable - Lime
